1 35.8668
2 35.7222
3 35.5891
4 35.5516
5 35.5308
6 35.5184
7 35.5159
8 35.5183
9 35.5247
10 35.5355
11 35.5503
12 35.5674
13 35.588
14 35.612
15 35.6389
16 35.6704
17 35.7048
18 35.7431
19 35.7855
20 35.8306
21 35.8805
22 35.9336
23 35.9906
24 36.0516
25 36.1169
26 36.1869
27 36.2606
28 36.3398
29 36.4231
30 36.5115
31 36.6027
32 36.6996
33 36.8016
34 36.9085
35 37.0193
36 37.1375
37 37.2593
38 37.3881
39 37.5204
40 37.6598
41 37.8046
42 37.9555
43 38.1111
44 38.274
45 38.4435
46 38.618
47 38.8002
48 38.9891
49 39.185
50 39.3866
51 39.5968
52 39.8138
53 40.0391
54 40.2707
55 40.5103
56 40.759
57 41.0154
58 41.2801
59 41.5532
60 41.8364
61 42.1272
62 42.4281
63 42.7374
64 43.0575
65 43.3866
66 43.7255
67 44.0742
68 44.4342
69 44.8043
70 45.1859
71 45.578
72 45.9824
73 46.3983
74 46.8257
75 47.2662
76 47.7188
77 48.1836
78 48.661
79 49.1527
80 49.6577
81 50.1756
82 50.7091
83 51.2565
84 51.8183
85 52.3955
86 52.9887
87 53.5967
88 54.222
89 54.8627
90 55.5214
91 56.1964
92 56.8902
93 57.6008
94 58.3314
95 59.0805
96 59.8486
97 60.6366
98 61.445
99 62.2744
100 63.1233
101 63.9954
102 64.8889
103 65.8057
104 66.7441
105 67.708
106 68.6958
107 69.7084
108 70.7455
109 71.8093
110 72.9001
111 74.0169
112 75.1613
113 76.3343
114 77.5367
115 78.7681
116 80.0304
117 81.3234
118 82.6491
119 84.0067
120 85.397
