1 80
2 79
3 79
4 79
5 79
6 79
7 79
8 79
9 79
10 79
11 79
12 79
13 79
14 79
15 79
16 79
17 79
18 79
19 79
20 79
21 79
22 79
23 79
24 79
25 79
26 79
27 79
28 79
29 79
30 79
31 79
32 79
33 78
34 78
35 78
36 78
37 78
38 78
39 78
40 76
41 76
42 76
43 76
44 76
45 76
46 76
47 76
48 76
49 76
50 76
51 76
52 76
53 76
54 76
55 75
56 75
57 75
58 75
59 75
60 75
61 75
62 74
63 74
64 72
65 72
66 72
67 72
68 71
69 71
70 71
71 71
72 71
73 71
74 71
75 71
76 71
77 69
78 69
79 68
80 67
81 67
82 67
83 67
84 67
85 67
86 67
87 65
88 65
89 64
90 64
91 63
92 63
93 63
94 61
95 61
96 61
97 60
98 60
99 60
100 59
101 57
102 57
103 57
104 57
105 57
106 54
107 53
108 53
109 53
110 53
111 51
112 51
113 51
114 50
115 47
116 47
117 47
118 47
119 44
120 44
