1 407237179
2 815751793
3 1226545875
4 1634989169
5 2041322056
6 2449285352
7 2858799725
8 3265843667
9 3672937440
10 4078885716
11 4488689036
12 4895572407
13 5302600697
14 5712363288
15 6119926754
16 6527250897
17 6933663284
18 7341621576
19 7748814865
20 8154593576
21 8562708680
22 8969587269
23 9378324945
24 9786054447
25 10193953679
26 10602208204
27 11010106668
28 11418185677
29 11825838838
30 12233693119
31 12642616090
32 13049685264
33 13457613733
34 13866632239
35 14274531256
36 14682915419
37 15091234474
38 15499762504
39 15907906888
40 16315025467
41 16721469720
42 17130850053
43 17538608563
44 17943846655
45 18350880273
46 18759723884
47 19166287556
48 19572780819
49 19981239355
50 20388583228
51 20793996958
52 21201755235
53 21608753198
54 22016816961
55 22424719898
56 22832992632
57 23240650796
58 23646314445
59 24054157889
60 24460606573
61 24870359900
62 25276167654
63 25682956723
64 26092779852
65 26501718723
66 26909676983
67 27317825173
68 27727118428
69 28134151844
70 28542160608
71 28949578665
72 29357482345
73 29765531274
74 30173035150
75 30581124092
76 30988977991
77 31396792165
78 31805150820
79 32212554048
80 32620267496
81 33029312051
82 33435645996
83 33843004355
84 34250418093
85 34660746098
86 35068879969
87 35473934000
88 35884017268
89 36292321286
90 36699964464
91 37106998372
92 37513636364
93 37919600026
94 38326444199
95 38736373344
96 39145881976
97 39552085815
98 39959824100
99 40366892325
100 40773986032
101 41181769280
102 41590727783
103 42000306158
104 42408529194
105 42816857173
106 43223195413
107 43631559683
108 44038073616
109 44446047674
110 44854815827
111 45259855005
112 45668523838
113 46075353230
114 46483856838
115 46892335403
116 47301498782
117 47710101694
118 48117845492
119 48525344852
120 48933378094
