1 287412179
2 574826793
3 862240875
4 1149654169
5 1437067056
6 1724480352
7 2011894725
8 2299308667
9 2586722440
10 2874135716
11 3161549036
12 3448962407
13 3736375697
14 4023788288
15 4311201754
16 4598615897
17 4886028284
18 5173441576
19 5460854865
20 5748268576
21 6035683680
22 6323097269
23 6610509945
24 6897924447
25 7185338679
26 7472753204
27 7760166668
28 8047580677
29 8334993838
30 8622408119
31 8909821090
32 9197235264
33 9484648733
34 9772062239
35 10059476256
36 10346890419
37 10634304474
38 10921717504
39 11209131888
40 11496545467
41 11783959720
42 12071375053
43 12358788563
44 12646201655
45 12933615273
46 13221028884
47 13508442556
48 13795855819
49 14083269355
50 14370683228
51 14658096958
52 14945510235
53 15232923198
54 15520336961
55 15807749898
56 16095162632
57 16382575796
58 16669989445
59 16957402889
60 17244816573
61 17532229900
62 17819642654
63 18107056723
64 18394469852
65 18681883723
66 18969296983
67 19256710173
68 19544123428
69 19831536844
70 20118950608
71 20406363665
72 20693777345
73 20981191274
74 21268605150
75 21556019092
76 21843432991
77 22130847165
78 22418260820
79 22705674048
80 22993087496
81 23280502051
82 23567915996
83 23855329355
84 24142743093
85 24430156098
86 24717569969
87 25004984000
88 25292397268
89 25579811286
90 25867224464
91 26154638372
92 26442051364
93 26729465026
94 27016879199
95 27304293344
96 27591706976
97 27879120815
98 28166534100
99 28453947325
100 28741361032
101 29028774280
102 29316187783
103 29603601158
104 29891014194
105 30178427173
106 30465840413
107 30753254683
108 31040668616
109 31328082674
110 31615495827
111 31902910005
112 32190323838
113 32477738230
114 32765151838
115 33052565403
116 33339978782
117 33627391694
118 33914805492
119 34202219852
120 34489633094
